timestamp,chan_00,chan_01,chan_02,chan_03,chan_04,chan_05,chan_06,chan_07,chan_08,chan_09,chan_10,chan_11,chan_12,chan_13,chan_14,chan_15,chan_16,chan_17,chan_18,chan_19,chan_20,chan_21,chan_22,chan_23,chan_24,anomaly
5820,-0.38191,-0.53199,-0.57363,-0.53772,-0.42477,-0.34048,-0.07402,0.31859,0.49154,0.61895,0.7443,0.77389,0.49858,0.25566,-0.03317,-0.43121,-0.66627,-0.97078,-1.06843,-1.04167,-0.68741,-0.3733,0.2168,0.56056,0.91776,0
5880,-0.37011,-0.52617,-0.56649,-0.47397,-0.47171,-0.12778,0.01299,0.40524,0.59786,0.74584,0.78597,0.74455,0.50475,0.06694,-0.09981,-0.6486,-0.72742,-0.89938,-1.07822,-0.9254,-0.51278,-0.1943,0.2297,0.67135,1.05101,0
5940,-0.41418,-0.52937,-0.60844,-0.55329,-0.34788,-0.18149,0.15448,0.41354,0.62763,0.77852,0.72857,0.63701,0.43669,0.12697,-0.24994,-0.56084,-0.80539,-1.06291,-1.03272,-0.82122,-0.43355,-0.0447,0.40051,0.81151,1.08194,0
6000,-0.38623,-0.47547,-0.58955,-0.46842,-0.31107,-0.12455,0.17801,0.48433,0.70126,0.78747,0.8364,0.67643,0.32981,-0.0007,-0.31515,-0.63537,-0.91664,-0.9521,-0.90408,-0.78221,-0.36299,0.03496,0.43908,0.84881,1.11693,0
6060,-0.46415,-0.57018,-0.50894,-0.42318,-0.17703,-0.077,0.29014,0.58007,0.71119,0.8156,0.67084,0.48475,0.28975,-0.09672,-0.44361,-0.70093,-0.94804,-1.0198,-0.90775,-0.67187,-0.32447,0.1767,0.51115,1.01425,1.12871,0
6120,-0.44554,-0.67344,-0.46842,-0.3136,-0.14484,0.10934,0.33797,0.67046,0.65896,0.72908,0.70898,0.46681,0.11015,-0.19859,-0.4757,-0.82492,-1.00897,-0.97734,-0.83968,-0.4767,-0.13043,0.28834,0.68048,0.99051,1.26711,0
6180,-0.53132,-0.57843,-0.48495,-0.2736,-0.07579,0.13105,0.39892,0.71854,0.78292,0.7921,0.70704,0.43882,0.08754,-0.27043,-0.5501,-0.83488,-0.91738,-0.95849,-0.82492,-0.42876,-0.05267,0.33841,0.72156,1.13957,1.27618,0
6240,-0.55527,-0.47054,-0.45658,-0.3251,-0.02061,0.19619,0.58607,0.59972,0.69716,0.70549,0.58219,0.35541,-0.00864,-0.28512,-0.57696,-0.82047,-1.02609,-0.86393,-0.66104,-0.27673,0.04701,0.49793,0.86597,1.05217,1.30179,0
6300,-0.487,-0.49147,-0.36424,-0.28854,-0.00181,0.24092,0.50264,0.78022,0.69896,0.77513,0.5002,0.24413,-0.08287,-0.43156,-0.70342,-0.8528,-0.9248,-0.86369,-0.56091,-0.33885,0.1664,0.54413,0.98816,1.18859,1.1731,0
6360,-0.4668,-0.46635,-0.38322,-0.24554,0.18117,0.41726,0.54549,0.68326,0.66767,0.65924,0.42938,0.18115,-0.16892,-0.56555,-0.78866,-0.93733,-0.96256,-0.86406,-0.47035,-0.21745,0.33034,0.67254,1.03833,1.23331,1.16698,0
6420,-0.46177,-0.43934,-0.3009,-0.08007,0.15778,0.48345,0.49515,0.75903,0.63342,0.62599,0.33376,0.05646,-0.28431,-0.60936,-0.8337,-0.95721,-0.94214,-0.7777,-0.4725,0.04658,0.42748,0.75236,1.08325,1.15118,1.09597,0
6480,-0.46486,-0.34424,-0.18221,-0.01509,0.22367,0.39865,0.63235,0.74392,0.72163,0.5584,0.25584,-0.09671,-0.31397,-0.56303,-0.80922,-0.97564,-0.81678,-0.70862,-0.36768,0.08194,0.4663,0.82474,0.97696,1.17266,1.08641,0
6540,-0.4436,-0.38997,-0.09925,-0.00075,0.20928,0.46575,0.66409,0.72088,0.66422,0.46773,0.31213,-0.0553,-0.41144,-0.66801,-0.94981,-0.89674,-0.82336,-0.6072,-0.33798,0.11812,0.74144,1.00658,1.15873,1.23586,1.01895,0
6600,-0.45347,-0.31032,-0.16086,0.10487,0.31983,0.57711,0.63946,0.68891,0.56038,0.38856,0.18557,-0.24042,-0.40671,-0.76275,-0.85464,-0.88164,-0.73034,-0.56447,-0.18362,0.18148,0.68348,0.96979,1.15688,1.0986,0.96899,0
6660,-0.39345,-0.30982,-0.01693,0.14794,0.42764,0.57225,0.6626,0.62537,0.58127,0.31332,0.02682,-0.27554,-0.56591,-0.78811,-0.92861,-0.90097,-0.70519,-0.45475,-0.00634,0.33856,0.72778,1.09405,1.16318,1.12373,0.84738,0
6720,-0.33443,-0.20373,-0.10014,0.21979,0.30711,0.46991,0.61478,0.56691,0.59554,0.31599,-0.01816,-0.33524,-0.58558,-0.83952,-0.96586,-0.9209,-0.68931,-0.35723,0.13411,0.56956,0.94196,1.1295,1.07522,1.10099,0.73888,0
6780,-0.31805,-0.16925,0.02942,0.25962,0.4282,0.62642,0.60856,0.56483,0.44534,0.23513,-0.06747,-0.51152,-0.66069,-0.853,-0.91679,-0.83414,-0.51953,-0.17746,0.17723,0.60432,0.8951,1.03962,1.09495,0.95004,0.58568,0
6840,-0.17139,-0.18582,0.12326,0.27567,0.51553,0.62008,0.60439,0.63866,0.35518,0.08418,-0.1245,-0.46984,-0.78213,-0.8854,-0.9308,-0.74959,-0.477,-0.13175,0.23362,0.73063,0.90533,1.09728,1.08891,0.85865,0.61678,0
6900,-0.26498,-0.08337,0.10799,0.37041,0.5865,0.66878,0.61841,0.60489,0.42232,0.02882,-0.3018,-0.62731,-0.78343,-0.88293,-0.84046,-0.61156,-0.43965,0.06413,0.39558,0.74706,0.97424,1.14946,1.08398,0.85445,0.45073,0
6960,-0.23483,0.03189,0.13072,0.34108,0.53383,0.65834,0.67769,0.49334,0.24859,0.00816,-0.33552,-0.58161,-0.78528,-0.86533,-0.83994,-0.50725,-0.2374,0.14374,0.49047,0.94209,1.04953,1.1059,0.95156,0.67524,0.23812,0
7020,-0.11218,0.06025,0.31213,0.44871,0.48755,0.6077,0.5206,0.41459,0.18061,-0.08922,-0.46361,-0.63298,-0.85474,-0.87569,-0.75142,-0.53381,-0.16078,0.14066,0.56709,0.90469,1.10354,1.16847,0.99209,0.6026,0.23452,0
7080,-0.04578,0.13137,0.28775,0.46233,0.57144,0.60059,0.58904,0.37759,0.12526,-0.22606,-0.46904,-0.68601,-0.90866,-0.81085,-0.65364,-0.38832,-0.04825,0.32406,0.62756,0.9586,1.06189,1.11248,0.87779,0.37212,0.02338,0
7140,0.0078,0.12885,0.36253,0.5665,0.54081,0.67629,0.57274,0.32055,-0.03047,-0.27356,-0.51939,-0.76189,-0.80803,-0.84267,-0.62346,-0.36885,0.01961,0.43632,0.77424,1.00725,1.08536,0.99108,0.78559,0.35965,-0.12224,0
7200,-0.02468,0.21391,0.38175,0.49047,0.59776,0.62864,0.41185,0.24468,-0.04712,-0.36114,-0.66879,-0.785,-0.88065,-0.74815,-0.52854,-0.37775,0.04999,0.51815,0.83933,1.05187,1.00204,1.035,0.60232,0.29343,-0.23986,0
7260,0.00136,0.23154,0.46415,0.61407,0.5588,0.50841,0.36346,0.19567,-0.0647,-0.46384,-0.60271,-0.79486,-0.84977,-0.69044,-0.54959,-0.09301,0.17939,0.67733,0.93481,0.99902,1.10103,0.89289,0.55071,0.22092,-0.33047,0
7320,0.06047,0.28629,0.46081,0.47906,0.64203,0.47385,0.37672,0.04543,-0.20085,-0.39379,-0.67031,-0.75357,-0.79083,-0.75392,-0.37005,-0.13408,0.30423,0.71774,1.02943,1.07419,1.04764,0.83835,0.47138,-0.00305,-0.43218,0
7380,0.10549,0.35835,0.56956,0.55392,0.58674,0.53637,0.16198,0.06171,-0.33186,-0.52737,-0.79062,-0.75089,-0.79664,-0.52481,-0.32191,0.03577,0.50272,0.77607,0.987,1.03394,0.99196,0.77223,0.37405,-0.03628,-0.67314,0
7440,0.19503,0.36368,0.47406,0.6101,0.58158,0.44111,0.18187,-0.14782,-0.41526,-0.61037,-0.84225,-0.84217,-0.64711,-0.51567,-0.28485,0.13693,0.5418,0.74375,1.00235,1.05025,0.92603,0.77384,0.23669,-0.19535,-0.73725,0
7500,0.23452,0.49716,0.498,0.58831,0.52031,0.42034,0.13478,-0.0565,-0.33743,-0.66182,-0.76299,-0.75568,-0.70326,-0.45538,-0.0893,0.15501,0.54943,0.89611,1.03841,1.04009,0.82061,0.54361,0.15962,-0.37844,-0.79035,0
7560,0.22799,0.47238,0.51237,0.55317,0.41661,0.28249,0.03347,-0.15692,-0.48633,-0.691,-0.76816,-0.82397,-0.7023,-0.40634,0.00383,0.31682,0.58428,0.81698,0.99964,1.0972,0.75128,0.41632,-0.03336,-0.45039,-0.77832,0
7620,0.37109,0.44857,0.51166,0.52312,0.4607,0.26943,-0.03794,-0.32014,-0.56746,-0.75412,-0.7912,-0.7339,-0.61221,-0.361,-0.04061,0.46562,0.82729,1.08515,0.95558,1.07284,0.81651,0.23341,-0.06343,-0.50112,-0.95319,0
7680,0.39016,0.54409,0.55511,0.57808,0.42078,0.21622,0.01809,-0.36406,-0.59144,-0.72206,-0.87858,-0.68142,-0.47859,-0.26406,0.16436,0.49546,0.80043,0.90731,1.00543,0.99314,0.57672,0.21275,-0.30667,-0.6801,-1.03455,0
7740,0.41972,0.61747,0.54291,0.51771,0.30689,0.12768,-0.12166,-0.39531,-0.57074,-0.77647,-0.83936,-0.67837,-0.51234,-0.09397,0.34706,0.70612,0.77146,1.00886,1.05255,0.91999,0.51393,0.0838,-0.33911,-0.63972,-1.09436,0
7800,0.44323,0.58231,0.59381,0.47279,0.24739,0.00666,-0.27087,-0.50845,-0.70827,-0.74552,-0.74848,-0.60773,-0.37666,0.00846,0.36359,0.68446,0.92678,0.99988,0.92825,0.74798,0.39925,-0.04561,-0.46456,-0.94128,-1.1556,0
7860,0.36341,0.58213,0.45066,0.41393,0.21765,0.07908,-0.33977,-0.51343,-0.67595,-0.86231,-0.67757,-0.5622,-0.30465,0.077,0.31078,0.69262,0.91396,0.95218,0.91449,0.67482,0.31694,-0.13045,-0.6357,-0.97811,-1.10137,0
7920,0.44837,0.51013,0.38826,0.33922,0.13079,-0.03585,-0.34052,-0.47565,-0.68758,-0.69324,-0.75393,-0.53465,-0.13533,0.13142,0.51026,0.84794,0.87642,1.01657,0.85844,0.54886,0.14844,-0.16146,-0.76179,-1.03065,-1.12752,0
7980,0.47555,0.54093,0.42043,0.35584,0.15038,-0.20738,-0.44682,-0.59778,-0.70878,-0.76607,-0.58319,-0.35418,-0.00872,0.23325,0.66467,0.90378,0.91132,0.96971,0.72686,0.50434,0.08224,-0.44078,-0.71234,-1.15782,-1.23429,0
8040,0.3929,0.40281,0.4378,0.25325,0.05336,-0.21167,-0.45719,-0.59917,-0.7841,-0.72555,-0.66348,-0.31593,0.10849,0.37479,0.60563,0.85316,0.9157,0.85198,0.74848,0.30229,-0.03705,-0.50053,-0.88681,-1.07724,-1.31054,0
8100,0.61639,0.49669,0.33391,0.21182,-0.04816,-0.26971,-0.50103,-0.71294,-0.75839,-0.65524,-0.58609,-0.25784,0.00861,0.48064,0.7612,0.93792,0.95408,0.86858,0.5891,0.26927,-0.07797,-0.59681,-0.89036,-1.1544,-1.1398,0
8160,0.51135,0.49726,0.22195,0.08692,-0.1627,-0.39818,-0.57452,-0.73411,-0.71777,-0.60914,-0.53873,-0.14604,0.12713,0.50428,0.70304,0.92503,0.90958,0.79947,0.54959,0.15732,-0.27572,-0.728,-0.95069,-1.162,-1.23242,0
8220,0.57274,0.5006,0.20534,0.09921,-0.14897,-0.43871,-0.58686,-0.6708,-0.64266,-0.53731,-0.3656,0.00582,0.26829,0.61362,0.81937,0.932,0.87831,0.69968,0.52263,0.12136,-0.44715,-0.75711,-1.19018,-1.19326,-1.04925,0
8280,0.47775,0.33999,0.2741,0.11089,-0.2486,-0.37508,-0.65985,-0.66732,-0.60772,-0.49317,-0.26589,-0.03315,0.30904,0.67782,0.82275,0.89007,0.84182,0.68146,0.39701,-0.08734,-0.45369,-0.84729,-1.13016,-1.26864,-1.13943,0
8340,0.49155,0.30949,0.1611,0.04684,-0.30165,-0.49907,-0.62507,-0.63125,-0.70101,-0.5961,-0.17854,0.1465,0.4481,0.69588,0.8194,0.92249,0.82187,0.51724,0.18114,-0.20086,-0.51523,-0.95658,-1.18402,-1.26178,-1.1111,0
8400,0.41135,0.34321,0.13893,-0.1019,-0.31431,-0.49284,-0.65018,-0.66655,-0.7579,-0.43906,-0.17584,0.25502,0.5268,0.77204,0.96813,0.88804,0.82839,0.455,0.08521,-0.31798,-0.69626,-1.02092,-1.19368,-1.22632,-0.94015,0
8460,0.39907,0.25909,0.04133,-0.11511,-0.36089,-0.64009,-0.65939,-0.68456,-0.5736,-0.39201,0.00023,0.18506,0.53095,0.81202,0.86617,0.8354,0.67539,0.46626,0.02429,-0.42424,-0.77431,-1.07473,-1.29586,-1.04915,-0.73253,0
8520,0.42935,0.23521,0.03096,-0.2162,-0.38962,-0.54516,-0.59801,-0.60029,-0.5181,-0.27196,0.01105,0.39967,0.59994,0.84637,0.84957,0.87887,0.61161,0.3343,-0.14336,-0.42287,-0.81248,-1.20608,-1.17314,-1.12667,-0.76178,0
8580,0.2856,0.15968,-0.09808,-0.18151,-0.49589,-0.65858,-0.70998,-0.50643,-0.504,-0.24722,0.02265,0.38488,0.67241,0.84342,0.888,0.83815,3.52487,0.12939,-0.1895,-0.57551,-0.87896,-1.14255,-1.12677,-0.99685,-0.64911,1
8640,0.37405,0.06229,-0.09884,-0.3401,-0.44248,-0.64602,-0.64759,-0.4757,-0.32359,-0.12119,0.12139,0.46502,0.7127,0.85743,0.86408,0.71339,0.3924,0.13826,-0.20559,-0.62039,-1.03133,-1.21077,1.01028,-0.82802,-0.50074,1
8700,0.27805,0.07925,-0.15305,-0.35022,-0.49792,-0.74613,-0.69429,-0.51044,-0.36794,-0.02552,0.24359,0.57252,0.85931,0.89238,0.93604,0.71799,0.4809,0.03424,-0.4355,-0.71641,-1.04136,-1.056,-1.08991,-0.83497,-0.37258,0
8760,0.18159,0.03861,-0.20269,-0.39981,-0.49213,-0.62178,-0.71669,-0.50915,-0.19293,-0.00062,0.44009,0.71588,0.79155,0.81276,0.72011,0.71518,0.29868,-0.08954,-0.48538,-0.8817,-1.08139,-1.14104,-1.00873,-0.69372,-0.21467,0
8820,0.18038,0.06008,-0.24499,-0.4792,-0.56709,-0.58231,-0.59221,-0.40826,-0.21803,0.05378,0.49278,0.70029,0.90099,0.87271,0.76085,0.51895,0.1742,-0.23676,-0.56812,-0.83956,-1.03965,-1.11385,-0.95339,-0.64291,-0.17312,0
8880,0.12252,-0.14482,-0.30787,-0.53487,-0.67473,-0.59714,-0.50064,-0.32697,-0.22935,0.21094,0.52129,0.73707,0.77668,0.8303,0.68528,0.4014,0.14892,-0.33362,-0.626,-1.03844,-1.06873,-1.09052,-0.85733,-0.51325,-0.05812,0
8940,0.10094,-0.24765,-0.33188,-0.44779,-0.67466,-0.67366,-0.43341,-0.3675,-0.09622,0.19935,0.47215,0.71811,0.86304,0.83885,0.64511,0.46503,-0.08244,-0.42251,-0.72507,-0.96177,-1.04726,-1.06381,-0.75642,-0.406,0.06416,0
9000,-0.00015,-0.16953,-0.39926,-0.41192,-0.65149,-0.62486,-0.53635,-0.21912,0.06593,0.28169,0.57929,0.80935,0.83648,0.77293,0.4632,0.34738,-0.09295,-0.49457,-0.78649,-1.02822,-1.01436,-1.05367,-0.68843,-0.35052,0.28497,0
9060,0.01778,-0.23835,-0.33554,-0.48983,-0.64115,-0.58927,-0.40773,-0.23226,0.07621,0.39031,0.60869,0.85818,0.86029,0.72637,0.50166,0.3028,-0.20669,-0.53782,-0.86817,-1.10006,-1.03794,-0.99979,-0.47315,-0.13824,0.30348,0
9120,-0.09063,-0.30886,-0.44606,-0.54502,-0.54573,-0.49185,-0.41217,-0.13203,0.21873,0.53362,0.74993,0.75934,0.83112,0.65145,0.37864,0.07104,-0.28795,-0.69321,-0.95367,-1.17383,-1.03959,-0.80439,-0.44401,0.03502,0.42957,0
9180,-0.08459,-0.36082,-0.44433,-0.64483,-0.53127,-0.58785,-0.26766,0.04732,0.21297,0.54768,0.74724,0.88048,0.83278,0.67058,0.33951,-0.09886,-0.43963,-0.74803,-1.02503,-1.17197,-1.00109,-0.74787,-0.37376,0.12467,0.63398,0
9240,-0.19705,-0.42461,-0.61142,-0.61395,-0.57803,-0.37478,-0.25488,0.0991,0.29716,0.59247,0.74367,0.76721,0.66126,0.54632,0.23974,-0.05887,-0.52895,-0.86054,-0.98959,-1.00086,-0.98385,-0.75002,-0.18619,0.14452,0.6925,0
9300,-0.21326,-0.52564,-0.50886,-0.63905,-0.56185,-0.35932,-0.13615,0.01931,0.46516,0.67428,0.74862,0.80108,0.78675,0.47528,0.20693,-0.22348,-0.63368,-0.87724,-1.00621,-0.94456,-0.88242,-0.53006,-0.17648,0.38005,0.78045,0
9360,-0.23208,-0.57214,-0.65451,-0.59753,-0.47047,-0.37963,-0.0974,0.22851,0.52684,0.53288,0.8124,0.71273,0.60842,0.36915,0.06673,-0.30489,-0.68352,-0.90879,-0.95295,-0.97408,-0.79358,-0.52405,-0.00049,0.48896,0.81268,0
9420,-0.28756,-0.46408,-0.61896,-0.61979,-0.42335,-0.30884,-0.02317,0.25823,0.52246,0.76323,0.73766,0.70685,0.63217,0.28396,-0.06869,-0.44724,-0.71941,-0.96233,-1.03216,-0.98025,-0.709,-0.32475,0.19359,0.48589,0.9292,0
9480,-0.37532,-0.57813,-0.56387,-0.58293,-0.45081,-0.24087,0.12157,0.35906,0.57465,0.73295,0.84354,0.69341,0.4727,0.21895,-0.13327,-0.53247,-0.90717,-1.06308,-1.04716,-0.95441,-0.63327,-0.26295,0.32041,0.70367,1.16206,0
9540,-0.40848,-0.51351,-0.52481,-0.44325,-0.4048,-0.14987,0.12232,0.42248,0.58458,0.75569,0.69263,0.64967,0.44263,0.17889,-0.27706,-0.54182,-0.85264,-0.95822,-0.98491,-0.90093,-0.43099,-0.15313,0.324,0.78697,1.03163,0
9600,-0.37375,-0.55305,-0.62428,-0.49988,-0.26979,-0.137,0.18734,0.45698,0.70237,0.70146,0.80488,0.58108,0.41644,0.05087,-0.28845,-0.64442,-0.83601,-0.97604,-0.88511,-0.72126,-0.41932,0.02237,0.4391,0.87398,1.18593,0
9660,-0.40838,-0.61181,-0.5735,-0.35068,-0.22078,0.02054,0.32727,0.49843,0.79098,0.7735,0.81766,0.52897,0.24967,-0.02962,-0.33288,-0.78695,-0.97139,-1.02325,-0.87892,-0.5893,-0.34668,0.13976,0.58358,0.92569,1.1322,0
9720,-0.48397,-0.48283,-0.48581,-0.31797,-0.24078,0.0502,0.34168,0.51948,0.71096,0.83677,0.68837,0.46993,0.209,-0.21778,-0.42312,-0.77047,-0.92494,-1.00468,-0.73157,-0.59333,-0.15751,0.21338,0.70912,1.02198,1.16059,0
9780,-0.55107,-0.50058,-0.38969,-0.33333,-0.07979,0.06824,0.41619,0.54489,0.75204,0.72033,0.66269,0.33584,0.09762,-0.24321,-0.60085,-0.82432,-0.92051,-1.00652,-0.83304,-0.48753,-0.10759,0.37639,0.78909,1.06743,1.24356,0
9840,-0.47986,-0.50964,-0.33449,-0.20216,0.00022,0.20433,0.49784,0.55521,0.707,0.69362,0.62609,0.29149,0.07544,-0.38418,-0.68928,-0.91601,-1.0302,-0.88487,-0.72079,-0.40279,0.09865,0.49107,0.81103,1.18674,1.24958,0
9900,-0.40305,-0.51528,-0.46305,-0.30257,-0.04259,0.30296,0.41137,0.73037,0.77907,0.71238,0.49466,0.32212,-0.09203,-0.48307,-0.79632,-0.84831,-0.95047,-0.99404,-0.63349,-0.3295,0.13126,0.59609,0.95661,1.13957,1.20499,0
9960,-0.45937,-0.46397,-0.38041,-0.17302,0.09629,0.383,0.5248,0.77115,0.75866,0.48678,0.43181,0.22623,-0.12224,-0.39695,-0.7118,-0.9627,-0.93302,-0.82533,-0.59688,-0.11626,0.31656,0.69092,1.01838,1.11233,1.25949,0
10020,-0.5881,-0.41388,-0.24026,-0.11988,0.22702,0.47887,0.52115,0.68748,0.63357,0.62699,0.42393,0.04807,-0.29116,-0.61889,-0.77049,-0.97846,-0.9252,-0.73371,-0.46558,0.00053,0.38689,0.7808,0.97802,1.17756,1.15778,0
10080,-0.44447,-0.42267,-0.30072,-0.03195,0.16655,0.4488,0.52984,0.63655,0.63814,0.52056,0.30059,0.0381,-0.37246,-0.63949,-0.77885,-1.00662,-0.96493,-0.67717,-0.32669,0.02181,0.4458,0.87777,1.03894,1.17151,1.03942,0
10140,-0.49554,-0.3699,-0.18588,0.04578,0.28441,0.50581,0.59214,0.72308,0.63948,0.43682,0.21911,-0.06228,-0.40681,-0.70274,-0.84796,-0.94831,-0.80475,-0.5612,-0.22055,0.17676,0.6237,0.93208,1.05853,1.20982,0.96278,0
10200,-0.43253,-0.29952,-0.13297,0.0899,0.29745,0.52461,0.71355,0.66778,0.60968,0.4577,0.12702,-0.17987,-0.48812,-0.67607,-0.92089,-1.02442,-0.69588,-0.50804,0.02615,0.3106,0.76016,1.05254,1.19529,1.15008,0.98199,0
10260,-0.37745,-0.28508,-0.09078,0.06841,0.35462,0.55842,0.63381,0.68597,0.5618,0.37092,-9e-05,-0.37444,-0.55974,-0.74635,-0.83008,-0.88557,-0.76355,-0.44252,-0.02097,0.52282,0.70229,1.00499,1.14904,1.06754,0.85181,0
10320,-0.40906,-0.24247,-0.06296,0.29197,0.41214,0.64007,0.69724,0.69149,0.57112,0.33031,0.01962,-0.36496,-0.57078,-0.86439,-0.95529,-0.79228,-0.69799,-0.27035,0.08865,0.48712,0.80965,1.15816,1.17244,0.98128,0.72778,0
10380,-0.39177,-0.19875,0.01237,0.31589,0.51819,0.5703,0.69578,0.60167,0.40863,0.1982,-0.07365,-0.47288,-0.76991,-0.83872,-0.99031,-0.81066,-0.51484,-0.26334,0.14435,0.64222,0.90808,1.12663,1.22428,0.95441,0.67376,0
10440,-0.22343,-0.09685,0.12929,0.28203,0.53568,0.69748,0.70802,0.69905,0.43128,0.13567,-0.17109,-0.46354,-0.717,-0.81099,-0.87502,-0.79528,-0.44233,-0.15992,0.24897,0.7135,0.98524,1.12455,1.094,0.96067,0.4993,0
10500,-0.2223,-0.11421,0.12241,0.33308,0.54145,0.54205,0.68737,0.4605,0.39663,0.07497,-0.34293,-0.57123,-0.76936,-0.9068,-0.84685,-0.62681,-0.35859,0.01468,0.37387,0.78411,0.98664,1.07556,1.11852,0.78903,0.33915,0
10560,-0.23294,-0.07642,0.17363,0.3999,0.52308,0.72033,0.6775,0.433,0.24271,-0.06434,-0.39205,-0.71202,-0.88162,-0.8362,-0.85711,-0.517,-0.29345,0.03841,0.53378,0.85714,1.02007,1.12454,1.06523,0.66944,0.33901,0
10620,-0.18949,0.08772,0.26245,0.45668,0.63494,0.65454,0.61858,0.43568,0.19163,-0.11434,-0.37961,-0.67575,-0.8721,-0.79778,-0.68571,-0.56672,-0.13988,0.17417,0.53071,0.87394,1.13056,1.13077,0.95787,0.64334,0.19811,0
10680,-0.12819,0.08018,0.37361,0.46167,0.59524,0.67356,0.57419,0.3142,0.11768,-0.12699,-0.52966,-0.71007,-0.87391,-0.86443,-0.72718,-0.43172,-0.1364,0.32682,0.56495,0.90509,1.18658,0.9609,0.90558,0.56296,0.10066,0
10740,0.01496,0.06106,0.3116,0.47183,0.6757,0.63641,0.482,0.36495,-0.00165,-0.19819,-0.50471,-0.69743,-0.72682,-0.82775,-0.651,-0.42476,0.05674,0.43305,0.76117,0.97433,1.06977,1.07045,0.77128,0.32205,-0.08992,0
10800,0.05026,0.17913,0.3215,0.51692,0.62371,0.53954,0.4991,0.07948,-0.10724,-0.37756,-0.61109,-0.79524,-0.80396,-0.81239,-0.64084,-0.22617,0.14778,0.47752,0.84976,0.99483,1.14878,0.96945,0.64829,0.21081,-0.13748,0
10860,0.01373,0.21863,0.47271,0.55252,0.60294,0.53278,0.40153,0.14562,-0.12262,-0.44828,-0.67727,-0.83165,-0.82375,-0.77416,-0.55295,-0.09341,0.19617,0.6412,0.84664,1.12955,1.08052,0.96015,0.57658,0.07945,-0.44874,0
10920,-0.00498,0.27949,0.43172,0.63315,0.56838,0.52128,0.36262,0.1171,-0.1223,-0.48431,-0.64551,-0.80813,-0.8286,-0.72177,-0.48208,-0.02965,0.28949,0.70311,0.96501,1.10568,0.99818,0.88171,0.46051,-0.00886,-0.56256,0
10980,0.13692,0.33484,0.54382,0.71286,0.51054,0.44915,0.39139,0.04741,-0.28899,-0.48284,-0.73774,-0.83962,-0.81031,-0.66186,-0.38549,0.18666,0.44921,0.74059,1.01623,1.08272,0.81635,0.88224,0.47443,-0.11349,-0.53956,0
11040,0.19213,0.36586,0.54262,0.58168,0.49864,0.38555,0.12435,-0.075,-0.38782,-0.63942,-0.7891,-0.85134,-0.68902,-0.57393,-0.23199,0.09058,0.44628,0.79953,0.98062,1.10486,0.98737,0.73166,0.17197,-0.32861,-0.63634,0
11100,0.21416,0.3692,0.55321,0.59882,0.44964,0.36022,0.18553,-0.04094,-0.39931,-0.63065,-0.84197,-0.68956,-0.66305,-0.48271,-0.14876,0.13338,0.53215,0.8092,1.04981,1.05768,0.87027,0.55139,0.18617,-0.35643,-0.83908,0
11160,0.2515,0.45528,0.56574,0.64691,0.53239,0.38356,0.14906,-0.27182,-0.45505,-0.66158,-0.75187,-0.81842,-0.64396,-0.3834,0.00023,0.43316,0.64233,0.95363,1.02874,0.97993,0.75674,0.44515,0.02585,-0.41567,-0.89328,0
11220,0.29636,0.38719,0.59978,0.51743,0.45966,0.19074,0.04175,-0.34214,-0.6195,-0.64225,-0.85558,-0.78471,-0.63551,-0.36586,0.0692,0.41886,0.63738,0.98585,1.06376,0.92347,0.5621,0.29116,-0.07734,-0.56704,-0.9497,0
11280,0.24398,0.40441,0.59725,0.53292,0.36065,0.21539,-0.02915,-0.27117,-0.61516,-0.69525,-0.82547,-0.73129,-0.53462,-0.24772,0.14151,0.40916,0.74553,0.93862,1.00812,0.88779,0.61933,0.10806,-0.21463,-0.60253,-1.09808,0
11340,0.37206,0.58086,0.54459,0.46713,0.34733,0.10683,-0.15494,-0.46965,-0.55566,-0.71889,-0.7986,-0.80514,-0.46517,-0.14393,0.22165,0.57727,0.87611,1.04344,1.06582,0.75419,0.52486,0.11669,-0.36041,-0.79872,-1.12577,0
11400,0.50862,0.51834,0.56938,0.56222,0.21856,0.14639,-0.2027,-0.40193,-0.65687,-0.85912,-0.7548,-0.66123,-0.39978,-0.01686,0.39935,0.6055,0.91551,1.00536,0.95722,0.78047,0.37831,-0.08931,-0.54253,-0.86362,-1.11587,0
11460,0.44044,0.55268,0.58415,0.43227,0.19981,-0.03381,-0.2508,-0.50183,-0.6628,-0.77057,-0.73972,-0.48246,-0.29991,-0.00083,0.29523,0.67576,0.93543,0.95791,0.99709,0.68595,0.24929,-0.04753,-0.54754,-1.02809,-1.17383,0
11520,0.46027,0.59938,0.56391,0.34859,0.2197,-0.06607,-0.30179,-0.50196,-0.69266,-0.70117,-0.69235,-0.4183,-0.15117,0.08392,0.44524,0.77134,0.91014,1.01168,0.82511,0.51351,0.15231,-0.19776,-0.71567,-1.10212,-1.20641,0
11580,0.52603,0.4235,0.46964,0.36463,0.11985,-0.11818,-0.48206,-0.58538,-0.73426,-0.78024,-0.67611,-0.44802,-0.06001,0.25747,0.5891,0.80461,0.92725,0.90351,0.78995,0.49704,0.05008,-0.31314,-0.77661,-1.10401,-1.24438,0
