year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,10,16,2000,2000,0,2104,2104,-10,YV,2275,N614FA,LGA,BOS,64,569,20,0,2013-10-16 20:00:00
2013,8,16,2103,2130,-27,2736,2763,-1,MQ,9691,N645GB,EWR,HNL,393,3603,21,30,2013-08-16 21:00:00
2013,1,13,1097,1115,-18,1555,1573,11,US,357,N787DA,JFK,MCO,298,2734,11,15,2013-01-13 11:00:00
2013,12,18,1037,1130,-93,1667,1760,-88,DL,6478,N726CA,EWR,HNL,390,3666,11,30,2013-12-18 11:00:00
2013,4,1,1657,1645,12,1761,1749,25,F9,339,N933BE,JFK,BWI,64,586,16,45,2013-04-01 16:00:00
2013,1,27,1874,1800,74,2175,2101,100,HA,1888,N970BE,LGA,STL,181,1471,18,0,2013-01-27 18:00:00
2013,5,28,821,845,-24,942,966,-16,US,8486,N194BD,EWR,PBI,81,688,8,45,2013-05-28 08:00:00
2013,11,28,733,645,88,1247,1159,73,US,7720,N452ED,EWR,MSP,314,2375,6,45,2013-11-28 06:00:00
2013,10,21,1238,1230,8,1841,1833,3,9E,4176,N455FA,EWR,FLL,363,3354,12,30,2013-10-21 12:00:00
2013,7,7,519,530,-11,838,849,-12,YV,4119,N766FD,JFK,FLL,199,1549,5,30,2013-07-07 05:00:00
2013,6,28,823,815,8,1440,1432,-7,WN,137,N121BD,JFK,PHX,377,3310,8,15,2013-06-28 08:00:00
2013,3,2,1552,1530,22,1681,1659,27,AA,1304,N205HD,EWR,SJU,89,805,15,30,2013-03-02 15:00:00
2013,3,27,937,1015,-78,1339,1417,-54,WN,2865,N964AB,EWR,ORD,242,2017,10,15,2013-03-27 10:00:00
2013,11,1,1297,1300,-3,1629,1632,21,B6,5416,N960CF,LGA,ORD,212,1907,13,0,2013-11-01 13:00:00
2013,10,20,1796,1845,-49,2132,2181,-32,WN,3156,N281GC,EWR,CLT,216,1710,18,45,2013-10-20 18:00:00
2013,1,24,2269,2215,54,2392,2338,73,OO,9902,N654CC,JFK,SNA,83,665,22,15,2013-01-24 22:00:00
2013,6,9,1101,1100,1,1544,1543,23,DL,7752,N366EB,LGA,MIA,283,2295,11,0,2013-06-09 11:00:00
2013,1,11,1303,1315,-12,1619,1631,10,UA,7332,N500CD,EWR,OAK,196,1806,13,15,2013-01-11 13:00:00
2013,12,27,588,615,-27,1003,1030,-42,EV,2693,N596FC,JFK,BQN,255,2180,6,15,2013-12-27 06:00:00
2013,7,8,2000,2030,-30,2141,2171,-23,FL,5765,N576EB,JFK,ORD,101,875,20,30,2013-07-08 20:00:00
2013,7,24,1951,1930,21,2168,2147,33,VX,5930,N661FB,JFK,OAK,137,1165,19,30,2013-07-24 19:00:00
2013,7,8,432,500,-68,565,633,-43,YV,1014,N892DE,LGA,DEN,93,706,5,0,2013-07-08 05:00:00
2013,8,26,1265,1245,20,1593,1573,46,EV,5230,N737GF,EWR,PHX,208,1694,12,45,2013-08-26 12:00:00
2013,3,9,842,800,42,1251,1209,38,OO,1000,N296GC,LGA,HNL,249,2167,8,0,2013-03-09 08:00:00
2013,6,27,2007,2045,-38,2416,2454,-31,9E,2166,N522GD,JFK,PBI,249,1905,20,45,2013-06-27 20:00:00
2013,11,2,1029,1045,-16,1537,1553,-28,OO,1894,N214AD,EWR,SFO,308,2597,10,45,2013-11-02 10:00:00
2013,8,13,1520,1515,5,2159,2154,30,MQ,2985,N443CA,JFK,SJU,399,3039,15,15,2013-08-13 15:00:00
2013,11,6,922,845,77,1354,1277,78,VX,2031,N723ED,EWR,MCO,272,2478,8,45,2013-11-06 08:00:00
2013,7,2,1794,1845,-51,2049,2100,-54,US,245,N647HC,EWR,MSY,175,1540,18,45,2013-07-02 18:00:00
2013,7,24,1466,1400,66,1971,1905,57,F9,8512,N946EF,EWR,CVG,305,2323,14,0,2013-07-24 14:00:00
2013,5,26,1993,2000,-7,2643,2650,-20,AA,4240,N282HC,LGA,PBI,410,3145,20,0,2013-05-26 20:00:00
2013,1,17,1970,2030,-60,2603,2663,-63,EV,739,N436FF,JFK,CVG,393,2967,20,30,2013-01-17 20:00:00
2013,9,27,1435,1445,-10,1594,1604,-16,MQ,9560,N978EC,JFK,RDU,119,1092,14,45,2013-09-27 14:00:00
2013,2,15,1146,1145,1,1278,1277,28,9E,135,N353EB,LGA,PHX,92,751,11,45,2013-02-15 11:00:00
2013,12,4,1168,1100,68,1369,1301,82,WN,373,N400EE,JFK,ATL,121,1080,11,0,2013-12-04 11:00:00
2013,6,2,1371,1345,26,1888,1862,25,YV,2015,N488BC,LGA,CVG,317,2472,13,45,2013-06-02 13:00:00
2013,6,27,2141,2145,-4,2267,2271,-5,VX,9921,N263EF,LGA,RDU,86,790,21,45,2013-06-27 21:00:00
2013,7,21,674,645,29,877,848,29,AA,7175,N654GB,JFK,HNL,123,981,6,45,2013-07-21 06:00:00
2013,5,21,1051,1045,6,1583,1577,5,DL,6756,N805ED,JFK,MIA,332,3051,10,45,2013-05-21 10:00:00
2013,6,13,845,845,0,1503,1503,10,US,1110,N293HB,LGA,CLE,418,3174,8,45,2013-06-13 08:00:00
2013,11,22,2031,2015,16,2335,2319,9,AS,2085,N187FD,EWR,SNA,184,1425,20,15,2013-11-22 20:00:00
2013,12,16,933,915,18,1582,1564,46,MQ,2205,N635EA,LGA,BQN,409,3164,9,15,2013-12-16 09:00:00
2013,1,28,1538,1545,-7,1875,1882,22,UA,8365,N585BD,JFK,IAD,217,1869,15,45,2013-01-28 15:00:00
2013,7,10,1605,1630,-25,2217,2242,-19,DL,7443,N428DF,LGA,HNL,372,2970,16,30,2013-07-10 16:00:00
2013,1,20,1171,1145,26,1721,1695,29,OO,1995,N855EF,JFK,DTW,350,2638,11,45,2013-01-20 11:00:00
2013,12,11,504,530,-26,1119,1145,-34,EV,2112,N538CA,EWR,TPA,375,2907,5,30,2013-12-11 05:00:00
2013,5,14,1766,1715,51,2013,1962,47,AA,3210,N734EB,LGA,CLT,167,1393,17,15,2013-05-14 17:00:00
2013,4,2,1264,1330,-66,1920,1986,-69,FL,2352,N463FA,EWR,STL,416,3187,13,30,2013-04-02 13:00:00
2013,11,7,506,545,-39,551,590,-27,YV,3529,N581HE,EWR,IAD,45,423,5,45,2013-11-07 05:00:00
2013,7,1,1501,1500,1,1851,1850,15,MQ,7079,N441EE,LGA,SJU,230,2066,15,0,2013-07-01 15:00:00
2013,11,26,780,800,-20,1317,1337,-28,AS,8207,N364ED,EWR,SFO,337,2977,8,0,2013-11-26 08:00:00
2013,1,5,1826,1815,11,2056,2045,5,HA,2779,N137HE,JFK,HNL,150,1231,18,15,2013-01-05 18:00:00
2013,4,6,1950,1900,50,2286,2236,49,US,6585,N710HD,JFK,RDU,216,1792,19,0,2013-04-06 19:00:00
2013,2,26,1064,1030,34,1399,1365,35,FL,1456,N473GE,JFK,MSY,215,1716,10,30,2013-02-26 10:00:00
2013,4,7,1151,1115,36,1788,1752,49,EV,5751,N360AD,EWR,DTW,397,3354,11,15,2013-04-07 11:00:00
2013,3,23,510,545,-35,767,802,-37,WN,4314,N378BF,JFK,PBI,177,1524,5,45,2013-03-23 05:00:00
2013,3,5,903,945,-42,1103,1145,-57,EV,6984,N354AF,EWR,DEN,120,1045,9,45,2013-03-05 09:00:00
2013,12,16,1558,1530,28,2009,1981,56,EV,8377,N206EF,LGA,DFW,291,2345,15,30,2013-12-16 15:00:00
2013,5,19,1727,1700,27,1932,1905,49,EV,5995,N282GA,LGA,HNL,125,1124,17,0,2013-05-19 17:00:00
2013,12,16,792,830,-38,907,945,-30,FL,5441,N845GF,LGA,FLL,75,661,8,30,2013-12-16 08:00:00
2013,5,8,2201,2245,-44,2329,2373,-42,US,2583,N173BF,EWR,FLL,88,666,22,45,2013-05-08 22:00:00
2013,4,23,732,815,-83,1254,1337,-54,AS,5445,N283GC,LGA,MSY,322,2978,8,15,2013-04-23 08:00:00
2013,4,9,1802,1715,87,2305,2218,114,EV,5468,N514CF,LGA,DFW,303,2537,17,15,2013-04-09 17:00:00
2013,8,19,958,930,28,1381,1353,53,FL,8785,N396EA,JFK,LAX,263,2201,9,30,2013-08-19 09:00:00
2013,1,26,1958,1945,13,2577,2564,36,DL,4689,N814HD,EWR,CLT,379,2994,19,45,2013-01-26 19:00:00
2013,8,17,1369,1415,-46,1813,1859,-25,AS,7137,N240BD,LGA,CLT,284,2545,14,15,2013-08-17 14:00:00
2013,3,11,1148,1115,33,1582,1549,40,AA,411,N330AE,JFK,TPA,274,2250,11,15,2013-03-11 11:00:00
2013,7,21,1282,1300,-18,1438,1456,-27,FL,1834,N782AD,LGA,PHL,116,896,13,0,2013-07-21 13:00:00
2013,2,6,1048,1000,48,1579,1531,77,MQ,4362,N261DA,LGA,CVG,331,2982,10,0,2013-02-06 10:00:00
2013,7,6,1950,1915,35,2093,2058,51,EV,1385,N307GA,EWR,CLE,103,964,19,15,2013-07-06 19:00:00
2013,5,27,713,600,113,1028,915,104,EV,487,N458FE,JFK,ORD,195,1593,6,0,2013-05-27 06:00:00
2013,8,14,941,900,41,1061,1020,33,UA,9161,N609EA,EWR,OAK,80,605,9,0,2013-08-14 09:00:00
2013,9,7,1779,1745,34,2418,2384,54,F9,7448,N179CB,JFK,BWI,399,3559,17,45,2013-09-07 17:00:00
2013,12,16,765,745,20,1116,1096,16,F9,3274,N583CE,EWR,DEN,231,1889,7,45,2013-12-16 07:00:00
2013,7,24,1424,1500,-76,2030,2106,-60,OO,797,N513CF,LGA,DFW,366,3189,15,0,2013-07-24 15:00:00
2013,10,15,765,745,20,883,863,47,HA,9621,N913BA,LGA,CLT,78,649,7,45,2013-10-15 07:00:00
2013,1,25,2004,1915,89,2408,2319,100,WN,2658,N421AE,LGA,ORD,244,2161,19,15,2013-01-25 19:00:00
2013,8,28,826,900,-74,1055,1129,-75,9E,8866,N562HF,EWR,MKE,149,1215,9,0,2013-08-28 09:00:00
2013,12,16,1382,1315,67,1903,1836,80,HA,2371,N698BA,JFK,MCO,321,2816,13,15,2013-12-16 13:00:00
2013,5,1,2063,2045,18,2598,2580,13,9E,198,N631BF,LGA,CLT,335,2654,20,45,2013-05-01 20:00:00
2013,5,7,1318,1215,103,1462,1359,114,B6,3897,N814FA,JFK,ORD,104,940,12,15,2013-05-07 12:00:00
2013,12,12,1757,1745,12,2179,2167,15,VX,277,N348EF,EWR,MSY,262,2454,17,45,2013-12-12 17:00:00
2013,4,22,1761,1730,31,2007,1976,20,EV,553,N579CA,LGA,TPA,166,1559,17,30,2013-04-22 17:00:00
2013,3,1,1410,1345,65,1739,1674,52,F9,4173,N551CE,EWR,HNL,209,1788,13,45,2013-03-01 13:00:00
2013,9,15,996,1000,-4,1555,1559,21,AA,9610,N872CD,EWR,SNA,359,3188,10,0,2013-09-15 10:00:00
2013,9,12,2207,2115,92,2435,2343,100,B6,439,N258FB,JFK,MKE,148,1252,21,15,2013-09-12 21:00:00
2013,7,19,1267,1215,52,1693,1641,74,WN,3834,N117GD,JFK,SFO,266,2005,12,15,2013-07-19 12:00:00
2013,11,26,1775,1730,45,2225,2180,39,HA,7973,N188CD,EWR,ORD,290,2562,17,30,2013-11-26 17:00:00
2013,12,25,1110,1100,10,1524,1514,36,US,9307,N943AE,JFK,SEA,254,2369,11,0,2013-12-25 11:00:00
2013,10,4,1002,1015,-13,1120,1133,-26,B6,4256,N587EE,LGA,BQN,78,679,10,15,2013-10-04 10:00:00
2013,3,26,1067,1030,37,1472,1435,43,F9,4087,N747CA,EWR,CLE,245,2119,10,30,2013-03-26 10:00:00
2013,1,20,2230,2215,15,2487,2472,28,YV,8814,N282BF,EWR,CLT,177,1485,22,15,2013-01-20 22:00:00
2013,4,17,1891,1815,76,2304,2228,86,FL,8486,N769BE,LGA,DEN,253,1967,18,15,2013-04-17 18:00:00
2013,7,11,1563,1600,-37,1789,1826,-31,B6,1689,N257HA,LGA,PBI,146,1156,16,0,2013-07-11 16:00:00
2013,9,23,1419,1445,-26,1546,1572,-7,HA,2595,N191DA,EWR,MSY,87,696,14,45,2013-09-23 14:00:00
2013,12,5,831,845,-14,1273,1287,-3,HA,8505,N214DA,EWR,ATL,282,2297,8,45,2013-12-05 08:00:00
2013,12,4,1041,1045,-4,1595,1599,16,MQ,2181,N863BC,LGA,DEN,354,3073,10,45,2013-12-04 10:00:00
2013,8,10,695,700,-5,809,814,-19,VX,1015,N568EA,LGA,IAD,74,565,7,0,2013-08-10 07:00:00
2013,4,22,1612,1600,12,1859,1847,20,US,5208,N991DE,EWR,SNA,167,1497,16,0,2013-04-22 16:00:00
2013,10,20,773,730,43,1232,1189,62,EV,4015,N259GF,EWR,MIA,299,2351,7,30,2013-10-20 07:00:00
2013,2,3,1932,1915,17,2060,2043,41,UA,9491,N909GE,JFK,MDW,88,702,19,15,2013-02-03 19:00:00
2013,8,12,1030,1030,0,1247,1247,3,YV,1866,N325AA,EWR,CLE,137,1124,10,30,2013-08-12 10:00:00
2013,3,23,1340,1300,40,1872,1832,70,EV,2882,N677GA,LGA,MIA,332,2830,13,0,2013-03-23 13:00:00
2013,1,20,883,845,38,1199,1161,32,AS,9323,N130GC,JFK,DTW,196,1692,8,45,2013-01-20 08:00:00
2013,7,4,871,915,-44,1113,1157,-26,B6,6334,N110FE,EWR,MIA,162,1393,9,15,2013-07-04 09:00:00
2013,3,14,1954,1930,24,2393,2369,40,US,8964,N895CB,EWR,IAD,279,2195,19,30,2013-03-14 19:00:00
2013,6,12,1232,1230,2,1480,1478,10,YV,3719,N907DD,JFK,RDU,168,1345,12,30,2013-06-12 12:00:00
2013,9,16,1658,1645,13,1796,1783,20,VX,928,N882HB,EWR,SJU,98,736,16,45,2013-09-16 16:00:00
2013,3,5,1048,1000,48,1472,1424,48,9E,9803,N648FD,LGA,RDU,264,2303,10,0,2013-03-05 10:00:00
2013,3,21,1859,1830,29,2512,2483,39,B6,5861,N789AC,EWR,MSY,413,3103,18,30,2013-03-21 18:00:00
2013,6,12,1217,1230,-13,1741,1754,-27,WN,4181,N427GE,LGA,STL,324,2451,12,30,2013-06-12 12:00:00
2013,10,17,945,945,0,1274,1274,-9,HA,7790,N119DD,LGA,PBI,209,1761,9,45,2013-10-17 09:00:00
2013,6,4,508,545,-37,1133,1170,-25,DL,9534,N375GA,EWR,TPA,385,3380,5,45,2013-06-04 05:00:00
2013,6,9,977,930,47,1677,1630,76,OO,6032,N406DC,JFK,BWI,420,3389,9,30,2013-06-09 09:00:00
2013,12,8,989,930,59,1035,976,75,YV,7271,N755BF,JFK,BQN,46,395,9,30,2013-12-08 09:00:00
2013,4,27,1723,1700,23,1943,1920,37,WN,5719,N178CE,EWR,HNL,140,1120,17,0,2013-04-27 17:00:00
2013,11,6,2061,2030,31,2595,2564,53,US,5286,N156AD,LGA,TPA,334,2756,20,30,2013-11-06 20:00:00
2013,4,1,1058,1100,-42,1276,1318,-13,FL,4615,N390HA,JFK,BQN,138,1148,11,0,2013-04-01 11:00:00
2013,1,11,2173,2145,28,2617,2589,30,EV,787,N431AA,JFK,FLL,284,2386,21,45,2013-01-11 21:00:00
2013,5,9,1231,1245,-14,1666,1680,14,F9,1383,N660FA,JFK,DEN,275,2355,12,45,2013-05-09 12:00:00
2013,6,19,2032,2030,2,2658,2656,22,EV,1548,N801GD,EWR,MSY,386,3413,20,30,2013-06-19 20:00:00
2013,10,10,1146,1145,1,1205,1204,21,WN,3062,N676FA,LGA,MCO,59,475,11,45,2013-10-10 11:00:00
2013,9,6,1532,1530,2,1860,1858,1,AA,2377,N296GE,JFK,STL,208,1752,15,30,2013-09-06 15:00:00
2013,6,19,1647,1645,2,1853,1851,1,B6,9047,N541AF,EWR,TPA,126,1130,16,45,2013-06-19 16:00:00
2013,9,10,828,845,-17,1074,1091,-26,F9,669,N727CA,LGA,PBI,166,1423,8,45,2013-09-10 08:00:00
2013,1,3,1301,1330,-29,1358,1387,-20,US,8261,N650CB,JFK,BQN,57,519,13,30,2013-01-03 13:00:00
2013,5,16,790,830,-40,1248,1288,-20,WN,6311,N558CF,JFK,MKE,298,2760,8,30,2013-05-16 08:00:00
2013,8,25,970,945,25,1598,1573,38,HA,5674,N557BC,LGA,SJU,388,3058,9,45,2013-08-25 09:00:00
2013,12,6,2015,2015,0,2229,2229,4,FL,109,N231FE,JFK,FLL,134,1105,20,15,2013-12-06 20:00:00
2013,6,28,998,1000,-2,1104,1106,25,B6,2930,N247CE,EWR,SNA,66,505,10,0,2013-06-28 10:00:00
2013,7,14,2031,2045,-14,2463,2477,-15,AA,1091,N321GE,EWR,PHX,272,2560,20,45,2013-07-14 20:00:00
2013,11,21,1880,1915,-35,2221,2256,-23,MQ,2211,N688DD,EWR,MDW,221,1704,19,15,2013-11-21 19:00:00
2013,5,15,1823,1800,23,2472,2449,30,VX,1262,N226FF,JFK,BQN,409,3841,18,0,2013-05-15 18:00:00
2013,9,7,709,745,-36,861,897,-11,MQ,2194,N319EA,EWR,RDU,112,905,7,45,2013-09-07 07:00:00
2013,2,27,2264,2245,19,2701,2682,36,UA,2570,N192DC,LGA,HNL,277,2099,22,45,2013-02-27 22:00:00
2013,12,21,1235,1230,5,1542,1537,9,VX,2097,N397AA,JFK,PHL,187,1450,12,30,2013-12-21 12:00:00
2013,10,3,1275,1315,-40,1807,1847,-15,F9,2728,N626CA,LGA,SNA,332,2692,13,15,2013-10-03 13:00:00
2013,3,13,2098,2030,68,2234,2166,83,HA,8244,N656AF,EWR,PBI,96,905,20,30,2013-03-13 20:00:00
2013,7,18,1133,1100,33,1433,1400,33,HA,5822,N352EA,JFK,DEN,180,1649,11,0,2013-07-18 11:00:00
2013,3,21,1420,1430,-10,1745,1755,-3,YV,2470,N870DA,LGA,CVG,205,1569,14,30,2013-03-21 14:00:00
2013,11,23,1049,1030,19,1105,1086,27,B6,1161,N916AA,LGA,TPA,56,469,10,30,2013-11-23 10:00:00
2013,11,3,496,530,-34,549,583,-45,DL,7745,N248DA,JFK,BWI,53,491,5,30,2013-11-03 05:00:00
2013,10,23,1260,1245,15,1618,1603,30,OO,9139,N955CE,LGA,SEA,238,2135,12,45,2013-10-23 12:00:00
2013,6,8,2131,2130,1,2482,2481,-4,AS,9043,N983AC,LGA,CLT,231,1896,21,30,2013-06-08 21:00:00
2013,4,24,812,845,-33,1262,1295,-17,VX,4915,N388FA,LGA,MIA,290,2248,8,45,2013-04-24 08:00:00
2013,5,6,698,730,-32,1134,1166,-37,MQ,1991,N602HF,LGA,PBI,276,2198,7,30,2013-05-06 07:00:00
2013,3,10,913,915,-2,1536,1538,-17,US,3063,N286HD,EWR,DEN,383,3557,9,15,2013-03-10 09:00:00
2013,12,16,1316,1330,-14,1532,1546,1,UA,4487,N121DD,LGA,SNA,136,1113,13,30,2013-12-16 13:00:00
2013,9,13,1458,1500,-42,1973,2015,-26,YV,3405,N453HD,LGA,PHX,315,2743,15,0,2013-09-13 15:00:00
2013,8,25,1344,1300,44,1888,1844,39,UA,3625,N233DE,JFK,LAX,344,3033,13,0,2013-08-25 13:00:00
2013,10,22,1429,1430,-1,1783,1784,4,AS,8227,N680DD,LGA,HNL,234,2020,14,30,2013-10-22 14:00:00
2013,8,4,1319,1330,-11,1831,1842,-14,UA,4272,N690EE,EWR,CLT,312,2528,13,30,2013-08-04 13:00:00
2013,5,5,2016,2000,16,2433,2417,7,AS,7624,N895FC,EWR,BQN,257,1975,20,0,2013-05-05 20:00:00
2013,7,24,1050,1045,5,1688,1683,3,HA,6319,N340FC,JFK,CLE,398,3029,10,45,2013-07-24 10:00:00
2013,8,16,1424,1430,-6,2043,2049,-8,AS,2222,N147FB,EWR,TPA,379,3296,14,30,2013-08-16 14:00:00
2013,12,5,1703,1645,58,2021,1963,54,YV,632,N881BD,LGA,PHX,198,1630,16,45,2013-12-05 16:00:00
2013,7,27,2237,2215,22,2559,2537,18,DL,696,N621GA,JFK,SEA,202,1771,22,15,2013-07-27 22:00:00
2013,12,12,1028,1100,-72,1672,1744,-82,YV,4062,N614EC,JFK,MSY,404,3558,11,0,2013-12-12 11:00:00
2013,12,4,1767,1745,22,2178,2156,31,OO,9230,N104DF,JFK,PHL,251,2239,17,45,2013-12-04 17:00:00
2013,1,12,1099,1045,54,1318,1264,77,YV,6876,N913FB,LGA,DTW,139,1070,10,45,2013-01-12 10:00:00
2013,8,22,829,815,14,1283,1269,23,EV,2980,N482HF,LGA,SNA,294,2771,8,15,2013-08-22 08:00:00
2013,4,25,1338,1315,23,1860,1837,47,UA,1156,N672FF,JFK,ORD,322,2984,13,15,2013-04-25 13:00:00
2013,10,12,2004,2015,-11,2154,2165,-22,B6,4359,N836HE,LGA,FLL,110,937,20,15,2013-10-12 20:00:00
2013,9,10,633,645,-12,933,945,-20,B6,1045,N418FA,LGA,MSY,180,1611,6,45,2013-09-10 06:00:00
2013,6,19,1518,1430,88,1947,1859,92,F9,7224,N229AE,LGA,CVG,269,2198,14,30,2013-06-19 14:00:00
2013,5,24,1418,1445,-27,2047,2074,-13,9E,9460,N696BC,EWR,STL,389,3546,14,45,2013-05-24 14:00:00
2013,7,16,1737,1715,22,2070,2048,28,DL,7178,N400BB,JFK,CVG,213,2005,17,15,2013-07-16 17:00:00
2013,10,14,1652,1700,-48,2152,2200,-23,9E,861,N908BD,JFK,CLT,300,2677,17,0,2013-10-14 17:00:00
2013,6,7,2018,2030,-12,2341,2353,1,F9,4235,N233DA,JFK,SJU,203,1801,20,30,2013-06-07 20:00:00
2013,11,8,2135,2115,20,2686,2666,41,US,393,N257AB,EWR,PHL,351,2940,21,15,2013-11-08 21:00:00
2013,3,2,1470,1445,25,2029,2004,50,OO,1692,N399HB,LGA,CLE,359,3266,14,45,2013-03-02 14:00:00
2013,1,15,735,630,105,947,842,99,AA,7154,N576DE,JFK,CLT,132,1249,6,30,2013-01-15 06:00:00
2013,8,10,1476,1530,-54,1782,1836,-53,AA,4622,N661EE,EWR,ORD,186,1417,15,30,2013-08-10 15:00:00
2013,3,5,1552,1545,7,2196,2189,13,AA,7903,N907DD,EWR,SFO,404,3356,15,45,2013-03-05 15:00:00
2013,2,28,709,745,-36,941,977,-39,YV,6272,N427FC,JFK,ATL,152,1367,7,45,2013-02-28 07:00:00
2013,12,18,1138,1115,23,1465,1442,43,US,7204,N410AD,JFK,SEA,207,1693,11,15,2013-12-18 11:00:00
2013,9,10,1593,1615,-22,1919,1941,-36,9E,7509,N472EF,EWR,HNL,206,1559,16,15,2013-09-10 16:00:00
2013,2,22,2089,2115,-26,2442,2468,-9,MQ,7612,N281CE,LGA,CLE,233,2109,21,15,2013-02-22 21:00:00
2013,8,28,2240,2145,95,2290,2195,81,EV,1245,N130CB,JFK,BOS,50,413,21,45,2013-08-28 21:00:00
2013,12,26,865,845,20,1399,1379,40,9E,7758,N485FB,EWR,MKE,334,2938,8,45,2013-12-26 08:00:00
2013,6,20,791,730,61,1045,984,48,US,6573,N737HD,EWR,CVG,174,1597,7,30,2013-06-20 07:00:00
2013,10,2,774,715,59,1382,1323,85,UA,9979,N876CF,JFK,BOS,368,3291,7,15,2013-10-02 07:00:00
2013,1,22,1165,1200,-35,1696,1731,-47,US,3924,N878HB,EWR,MIA,331,2769,12,0,2013-01-22 12:00:00
2013,6,1,527,500,27,638,611,18,AS,3225,N179BD,JFK,MDW,71,533,5,0,2013-06-01 05:00:00
2013,9,16,868,930,-62,996,1058,-38,B6,5112,N254EE,LGA,CLT,88,767,9,30,2013-09-16 09:00:00
2013,10,20,960,930,30,1009,979,40,MQ,5562,N329DC,LGA,MSP,49,442,9,30,2013-10-20 09:00:00
2013,10,16,1941,1915,26,2397,2371,49,HA,1238,N895FB,LGA,DEN,296,2775,19,15,2013-10-16 19:00:00
2013,4,25,679,700,-21,1225,1246,0,F9,6947,N827ED,LGA,IAD,346,3225,7,0,2013-04-25 07:00:00
2013,4,10,1150,1145,5,1290,1285,1,DL,2295,N556HB,JFK,SNA,100,809,11,45,2013-04-10 11:00:00
2013,1,11,1401,1415,-14,1836,1850,-26,FL,9288,N650GF,EWR,TPA,275,2440,14,15,2013-01-11 14:00:00
2013,4,13,870,845,25,1078,1053,40,OO,8424,N837GF,LGA,DEN,128,1201,8,45,2013-04-13 08:00:00
2013,3,7,2028,2045,-17,2339,2356,-30,F9,1716,N432HB,EWR,STL,191,1467,20,45,2013-03-07 20:00:00
2013,10,27,1227,1230,-3,1530,1533,22,EV,5939,N810BC,LGA,RDU,183,1631,12,30,2013-10-27 12:00:00
2013,10,14,931,945,-14,1582,1596,3,WN,8145,N228EE,LGA,PHL,411,3469,9,45,2013-10-14 09:00:00
2013,1,1,692,730,-38,914,952,-46,F9,6877,N701FB,LGA,TPA,142,1092,7,30,2013-01-01 07:00:00
2013,5,27,1539,1545,-6,2174,2180,-16,US,7929,N300GC,JFK,PHX,395,3233,15,45,2013-05-27 15:00:00
2013,12,7,1970,2000,-30,2193,2223,-22,F9,7633,N232HD,EWR,MDW,143,1141,20,0,2013-12-07 20:00:00
2013,4,10,1380,1330,50,1609,1559,60,MQ,2795,N583AA,EWR,OAK,149,1317,13,30,2013-04-10 13:00:00
2013,5,22,1000,1000,0,1425,1425,23,MQ,8865,N405BA,EWR,BWI,265,2484,10,0,2013-05-22 10:00:00
2013,12,13,426,500,-74,846,920,-60,HA,8388,N553BC,JFK,LAX,260,2032,5,0,2013-12-13 05:00:00
2013,6,2,552,545,7,709,702,11,FL,9234,N331DB,EWR,SJU,117,1080,5,45,2013-06-02 05:00:00
2013,10,10,744,730,14,1350,1336,2,B6,6201,N586AA,LGA,OAK,366,2895,7,30,2013-10-10 07:00:00
2013,7,8,1833,1830,3,2341,2338,13,YV,191,N385EC,LGA,MDW,308,2598,18,30,2013-07-08 18:00:00
2013,1,26,2002,2000,2,2614,2612,30,MQ,153,N935DD,LGA,CVG,372,3143,20,0,2013-01-26 20:00:00
2013,10,21,1435,1430,5,1582,1577,13,WN,1432,N439HD,LGA,DEN,107,913,14,30,2013-10-21 14:00:00
2013,6,19,1009,1015,-6,1550,1556,-12,WN,9769,N835GF,LGA,SFO,341,3104,10,15,2013-06-19 10:00:00
2013,1,28,1007,1015,-8,1210,1218,-15,WN,1633,N220AE,LGA,BQN,123,960,10,15,2013-01-28 10:00:00
2013,3,25,1161,1100,61,1285,1224,90,US,9452,N282FD,JFK,DFW,84,652,11,0,2013-03-25 11:00:00
2013,4,14,1313,1315,-2,1439,1441,2,FL,130,N249EB,LGA,SNA,86,812,13,15,2013-04-14 13:00:00
2013,10,8,695,700,-5,1042,1047,-7,B6,6802,N622AC,JFK,MSP,227,1915,7,0,2013-10-08 07:00:00
2013,6,7,831,800,31,1340,1309,16,9E,7044,N942EE,LGA,CVG,309,2889,8,0,2013-06-07 08:00:00
2013,3,16,1494,1530,-36,2117,2153,-37,AA,3179,N752CD,EWR,IAD,383,3449,15,30,2013-03-16 15:00:00
2013,5,4,1586,1600,-14,2123,2137,-14,DL,7175,N895EB,JFK,IAD,337,2684,16,0,2013-05-04 16:00:00
2013,10,24,1124,1115,9,1444,1435,-1,YV,8799,N693FA,JFK,STL,200,1712,11,15,2013-10-24 11:00:00
2013,4,16,1412,1430,-18,1863,1881,2,B6,7808,N868CF,JFK,DEN,291,2658,14,30,2013-04-16 14:00:00
2013,4,6,616,630,-14,1074,1088,1,9E,9770,N259BD,LGA,OAK,298,2829,6,30,2013-04-06 06:00:00
2013,2,8,1859,1815,44,1981,1937,44,FL,1859,N537BD,EWR,IAD,82,706,18,15,2013-02-08 18:00:00
2013,3,9,1431,1415,16,1690,1674,16,HA,1599,N784DD,JFK,MIA,179,1396,14,15,2013-03-09 14:00:00
